"id_atencion_por_departamento","id_departamento","codigo_cie","hombres","mujeres","ignorado","id_tipo_servicios"
842,"5",N18,6005,1604,26,2
843,"5",Z01,72,3984,0,2
844,"5",Z34,0,1861,0,2
845,"5",N39,309,1402,5,2
846,"5",Z33,0,1317,0,2
847,"5",N72,0,1211,0,2
848,"5",N89,0,910,0,2
849,"5",I10,261,619,0,2
850,"5",B37,8,773,0,2
851,"5",H52,303,467,1,2
852,"5",C91,374,396,0,2
853,"5",A09,339,422,0,2
854,"5",E14,242,519,0,2
855,"5",N76,0,720,0,2
856,"5",K29,169,386,0,2
857,"5",N92,0,530,0,2
858,"5",E28,0,526,0,2
859,"5",H40,199,261,0,2
860,"5",Z98,203,235,0,2
861,"5",Z96,185,216,0,2
862,"5",Z30,1,388,0,2
863,"5",D25,0,357,0,2
864,"5",K58,46,306,0,2
865,"5",M54,110,219,0,2
866,"5",A97,123,191,0,2
867,"5",J18,119,173,0,2
868,"5",U07,156,120,1,2
869,"5",C53,0,264,0,2
870,"5",H35,94,155,0,2
871,"5",Z71,90,156,0,2
872,"5",R99,871,1721,0,2
873,"6",N19,6015,2421,0,2
874,"6",Z01,113,2570,0,2
875,"6",N39,205,1154,0,2
876,"6",H52,371,641,2,2
877,"6",N18,578,284,8,2
878,"6",I10,148,366,0,2
879,"6",H40,190,311,0,2
880,"6",E14,140,281,0,2
881,"6",H10,178,235,0,2
882,"6",A09,163,233,0,2
883,"6",H26,159,210,0,2
884,"6",N76,0,350,0,2
885,"6",Z34,0,329,0,2
886,"6",C91,170,145,0,2
887,"6",H04,84,189,0,2
888,"6",Z71,58,203,0,2
889,"6",H11,117,143,0,2
890,"6",Z96,114,134,0,2
891,"6",Z33,0,240,0,2
892,"6",Z98,93,134,0,2
893,"6",U07,126,88,0,2
894,"6",K02,102,109,0,2
895,"6",L70,79,130,0,2
896,"6",S05,131,74,0,2
897,"6",H01,78,121,0,2
898,"6",H00,64,109,0,2
899,"6",I87,9,161,0,2
900,"6",N72,0,166,0,2
901,"6",Z76,81,80,0,2
902,"6",H35,59,98,0,2
903,"6",R99,239,1635,0,2
904,"7",N18,938,347,11,2
905,"7",K02,426,670,0,2
906,"7",Z34,0,958,0,2
907,"7",Z33,0,762,0,2
908,"7",K31,261,408,0,2
909,"7",N39,115,392,0,2
910,"7",E11,144,357,0,2
911,"7",A09,223,259,1,2
912,"7",Z01,23,414,1,2
913,"7",I10,145,225,1,2
914,"7",J00,189,149,0,2
915,"7",E14,100,196,1,2
916,"7",C91,121,128,0,2
917,"7",Z00,153,96,0,2
918,"7",F41,113,128,0,2
919,"7",Z98,98,140,0,2
920,"7",H52,92,117,0,2
921,"7",N76,0,200,0,2
922,"7",E28,0,193,0,2
923,"7",K58,40,137,0,2
924,"7",B98,64,104,0,2
925,"7",U07,88,80,0,2
926,"7",M79,48,116,0,2
927,"7",M54,76,81,0,2
928,"7",K29,39,107,1,2
929,"7",T14,85,59,0,2
930,"7",J03,62,80,0,2
931,"7",D25,0,140,0,2
932,"7",K01,44,95,0,2
933,"7",H26,73,57,0,2
934,"7",R99,586,943,0,2
935,"8",N18,833,489,0,2
936,"8",Z01,11,602,0,2
937,"8",Z33,0,457,0,2
938,"8",N39,55,346,0,2
939,"8",Z34,0,276,0,2
940,"8",A09,104,158,0,2
941,"8",E14,97,147,0,2
942,"8",K31,86,158,0,2
943,"8",I10,70,133,0,2
944,"8",Z30,0,161,0,2
945,"8",N76,0,160,0,2
946,"8",H52,56,83,0,2
947,"8",Z98,67,68,0,2
948,"8",C91,105,13,0,2
949,"8",D25,0,99,0,2
950,"8",M54,47,44,0,2
951,"8",J03,41,47,0,2
952,"8",E28,0,87,0,2
953,"8",N72,0,87,0,2
954,"8",N83,0,84,0,2
955,"8",K29,24,49,0,2
956,"8",H10,25,45,0,2
957,"8",H26,40,30,0,2
958,"8",N89,0,70,0,2
959,"8",K58,18,50,0,2
960,"8",J06,23,43,0,2
961,"8",Z71,19,45,0,2
962,"8",E11,23,40,0,2
963,"8",H11,23,40,0,2
964,"8",M13,22,38,0,2
965,"8",R99,174,286,1,2
966,"9",N18,8062,6225,0,2
967,"9",Z34,0,2526,0,2
968,"9",N39,315,1784,1,2
969,"9",Z01,103,1529,1,2
970,"9",Z33,0,1532,0,2
971,"9",A09,655,689,2,2
972,"9",N89,0,1144,0,2
973,"9",H52,365,604,1,2
974,"9",N72,0,959,0,2
975,"9",K31,351,550,0,2
976,"9",E14,349,546,0,2
977,"9",N76,0,844,0,2
978,"9",J06,370,373,0,2
979,"9",I10,277,424,0,2
980,"9",C91,475,135,0,2
981,"9",U07,267,294,0,2
982,"9",A04,235,277,0,2
983,"9",J03,227,248,0,2
984,"9",Z71,123,313,0,2
985,"9",H10,196,234,0,2
986,"9",Z76,200,225,0,2
987,"9",N92,0,413,0,2
988,"9",Z30,2,411,0,2
989,"9",Z98,161,250,0,2
990,"9",K58,113,294,0,2
991,"9",H66,160,245,1,2
992,"9",B37,37,364,0,2
993,"9",H26,219,181,0,2
994,"9",E28,0,347,0,2
995,"9",B82,140,189,0,2
996,"9",R99,748,1931,0,2
997,"10",Z01,24,2549,0,2
998,"10",N18,937,440,19,2
999,"10",C91,206,325,0,2
1000,"10",N76,0,413,0,2
1001,"10",Z33,0,357,0,2
1002,"10",H26,165,190,0,2
1003,"10",N39,38,275,0,2
1004,"10",H52,118,192,0,2
1005,"10",N89,0,294,0,2
1006,"10",Z34,0,286,0,2
1007,"10",Z98,140,114,0,2
1008,"10",E14,85,166,0,2
1009,"10",H40,104,141,0,2
1010,"10",B37,2,235,0,2
1011,"10",U07,93,103,1,2
1012,"10",N95,0,169,0,2
1013,"10",Z96,46,115,0,2
1014,"10",A09,64,69,0,2
1015,"10",I10,43,86,0,2
1016,"10",H11,60,59,0,2
1017,"10",Z71,26,89,1,2
1018,"10",E28,0,112,0,2
1019,"10",C53,0,109,0,2
1020,"10",Z30,1,106,0,2
1021,"10",E11,25,75,0,2
1022,"10",C92,20,70,0,2
1023,"10",N72,0,83,0,2
1024,"10",N73,0,83,0,2
1025,"10",C50,2,77,0,2
1026,"10",H04,25,53,0,2
1027,"10",R99,140,394,0,2
1028,"11",N18,579,323,0,2
1029,"11",Z01,16,863,0,2
1030,"11",N39,93,675,0,2
1031,"11",N89,0,545,0,2
1032,"11",A09,209,278,0,2
1033,"11",H26,234,217,0,2
1034,"11",E14,147,267,0,2
1035,"11",H52,145,234,0,2
1036,"11",H40,128,192,0,2
1037,"11",Z98,198,101,0,2
1038,"11",I10,112,160,0,2
1039,"11",J18,122,133,0,2
1040,"11",C91,138,113,0,2
1041,"11",H10,102,128,0,2
1042,"11",Z33,0,226,0,2
1043,"11",E11,74,140,0,2
1044,"11",N81,0,209,0,2
1045,"11",H11,120,80,0,2
1046,"11",T14,92,73,0,2
1047,"11",T15,132,19,0,2
1048,"11",Z96,63,87,0,2
1049,"11",H04,44,104,0,2
1050,"11",Z48,64,75,0,2
1051,"11",J03,62,55,0,2
1052,"11",C53,0,115,0,2
1053,"11",N72,0,110,0,2
1054,"11",B37,3,106,0,2
1055,"11",H16,67,32,0,2
1056,"11",C64,54,43,0,2
1057,"11",F41,27,67,0,2
1058,"11",R99,570,1103,1,2
1059,"12",N18,4765,1642,0,2
1060,"12",Z01,46,3485,0,2
1061,"12",N39,386,2301,0,2
1062,"12",Z34,0,1926,0,2
1063,"12",Z33,0,1745,0,2
1064,"12",A09,613,747,0,2
1065,"12",N89,0,1182,0,2
1066,"12",K31,393,761,1,2
1067,"12",E14,308,653,0,2
1068,"12",E28,0,953,0,2
1069,"12",H26,421,444,0,2
1070,"12",Z98,409,417,0,2
1071,"12",C91,391,432,0,2
1072,"12",Z96,414,406,0,2
1073,"12",N76,0,801,0,2
1074,"12",I10,328,461,0,2
1075,"12",Z71,170,580,0,2
1076,"12",H52,293,454,0,2
1077,"12",E11,173,459,0,2
1078,"12",N72,0,597,0,2
1079,"12",H40,301,268,0,2
1080,"12",J18,278,288,0,2
1081,"12",J06,248,308,0,2
1082,"12",B37,33,430,0,2
1083,"12",H11,222,212,0,2
1084,"12",H66,189,238,0,2
1085,"12",N95,0,411,0,2
1086,"12",H10,157,205,0,2
1087,"12",H04,108,247,0,2
1088,"12",Z00,135,211,0,2
1089,"12",R99,1222,3237,0,2
1090,"13",Z01,71,3108,0,2
1091,"13",N18,1871,1103,1,2
1092,"13",N39,254,1296,0,2
1093,"13",N76,0,1234,0,2
1094,"13",Z33,0,996,0,2
1095,"13",Z34,0,975,0,2
1096,"13",A09,362,535,0,2
1097,"13",E11,224,520,0,2
1098,"13",C91,396,307,0,2
1099,"13",I10,252,427,0,2
1100,"13",Z71,160,402,1,2
1101,"13",J00,199,230,0,2
1102,"13",K29,157,268,1,2
1103,"13",K58,120,283,0,2
1104,"13",E14,150,250,0,2
1105,"13",N83,0,368,0,2
1106,"13",J18,180,183,0,2
1107,"13",Z98,168,186,0,2
1108,"13",A01,144,197,0,2
1109,"13",T14,162,177,0,2
1110,"13",E28,0,333,0,2
1111,"13",E78,129,196,0,2
1112,"13",J06,128,192,0,2
1113,"13",K31,101,210,0,2
1114,"13",J03,120,160,0,2
1115,"13",M54,134,129,0,2
1116,"13",H66,114,133,0,2
1117,"13",H52,107,129,0,2
1118,"13",Z00,108,113,0,2
1119,"13",Z30,3,218,0,2
1120,"13",R99,646,1227,1,2
1121,"14",Z01,170,4138,0,2
1122,"14",N18,1517,638,8,2
1123,"14",Z34,0,1988,0,2
1124,"14",N39,323,1561,0,2
1125,"14",Z33,0,1781,0,2
1126,"14",A09,668,1036,0,2
1127,"14",I10,447,907,0,2
1128,"14",K31,382,793,0,2
1129,"14",E14,353,711,0,2
1130,"14",K29,319,742,0,2
1131,"14",K58,235,656,0,2
1132,"14",C91,559,299,0,2
1133,"14",M54,226,384,0,2
1134,"14",N76,0,595,0,2
1135,"14",Z71,186,404,0,2
1136,"14",J18,241,297,0,2
1137,"14",J03,239,277,0,2
1138,"14",Z30,6,497,0,2
1139,"14",N89,0,491,0,2
1140,"14",E11,153,294,0,2
1141,"14",N92,0,418,0,2
1142,"14",J06,182,191,0,2
1143,"14",J00,182,164,0,2
1144,"14",U07,161,164,0,2
1145,"14",H66,120,185,0,2
1146,"14",Z98,131,174,0,2
1147,"14",B82,125,178,0,2
1148,"14",E78,97,190,0,2
1149,"14",Z00,129,148,0,2
1150,"14",H52,105,160,0,2
1151,"14",R99,891,1923,0,2
1152,"15",N39,119,605,0,2
1153,"15",Z01,38,336,0,2
1154,"15",A09,155,204,0,2
1155,"15",Z33,0,356,0,2
1156,"15",N18,224,116,6,2
1157,"15",I10,152,152,1,2
1158,"15",U07,181,81,0,2
1159,"15",E14,99,132,1,2
1160,"15",M06,48,177,0,2
1161,"15",H52,91,128,0,2
1162,"15",H40,121,91,0,2
1163,"15",B98,78,130,0,2
1164,"15",K31,48,127,0,2
1165,"15",C91,24,150,0,2
1166,"15",K58,54,106,0,2
1167,"15",A06,56,88,0,2
1168,"15",J06,75,68,0,2
1169,"15",Z98,83,55,0,2
1170,"15",E11,38,99,0,2
1171,"15",J00,89,48,0,2
1172,"15",J03,60,75,2,2
1173,"15",N76,0,137,0,2
1174,"15",Z34,0,137,0,2
1175,"15",Z00,56,70,0,2
1176,"15",Z96,50,74,2,2
1177,"15",M54,71,52,0,2
1178,"15",L70,34,86,0,2
1179,"15",Z71,52,61,0,2
1180,"15",H66,46,63,0,2
1181,"15",A97,55,49,0,2
1182,"15",R99,250,430,2,2
1183,"16",Z01,79,2295,0,2
1184,"16",Z34,0,1525,0,2
1185,"16",N39,123,919,0,2
1186,"16",H52,367,508,0,2
1187,"16",Z33,0,602,0,2
1188,"16",A09,304,295,0,2
1189,"16",N76,0,512,0,2
1190,"16",H10,191,228,0,2
1191,"16",N92,0,383,0,2
1192,"16",C91,126,254,0,2
1193,"16",E14,124,216,0,2
1194,"16",Z98,183,157,0,2
1195,"16",Z71,108,231,0,2
1196,"16",J00,164,150,0,2
1197,"16",Z30,2,300,0,2
1198,"16",T15,270,29,0,2
1199,"16",H40,100,185,0,2
1200,"16",I10,97,187,0,2
1201,"16",H26,157,124,0,2
1202,"16",H11,125,119,0,2
1203,"16",K31,90,132,0,2
1204,"16",U07,180,42,0,2
1205,"16",H04,71,130,0,2
1206,"16",M54,71,122,0,2
1207,"16",N72,0,190,0,2
1208,"16",N89,0,181,0,2
1209,"16",K58,42,136,0,2
1210,"16",S05,131,41,0,2
1211,"16",Z00,99,73,0,2
1212,"16",N94,0,163,0,2
1213,"16",R99,375,912,0,2
1214,"17",Z01,5,1754,0,2
1215,"17",Z34,0,1258,0,2
1216,"17",N39,102,604,0,2
1217,"17",C91,362,294,0,2
1218,"17",N89,0,643,0,2
1219,"17",Z33,0,618,0,2
1220,"17",I10,222,372,0,2
1221,"17",A09,264,291,1,2
1222,"17",N76,0,460,0,2
1223,"17",E14,143,262,0,2
1224,"17",N18,199,145,0,2
1225,"17",N72,0,331,0,2
1226,"17",Z00,143,188,0,2
1227,"17",U07,165,163,0,2
1228,"17",K29,113,175,0,2
1229,"17",K58,56,206,1,2
1230,"17",E28,0,262,0,2
1231,"17",E11,53,152,0,2
1232,"17",Z71,18,174,0,2
1233,"17",D64,61,122,0,2
1234,"17",M54,88,81,0,2
1235,"17",J00,67,98,0,2
1236,"17",N92,0,161,0,2
1237,"17",N73,0,153,0,2
1238,"17",K31,58,94,0,2
1239,"17",K59,29,107,0,2
1240,"17",C53,0,128,0,2
1241,"17",H66,55,73,0,2
1242,"17",C69,120,5,0,2
1243,"17",D25,0,113,0,2
1244,"17",R99,430,981,0,2
1245,"18",Z01,14,2929,0,2
1246,"18",Z34,0,1233,0,2
1247,"18",N76,0,922,0,2
1248,"18",Z33,0,706,0,2
1249,"18",I10,219,434,0,2
1250,"18",E14,183,464,0,2
1251,"18",N39,75,572,0,2
1252,"18",K58,103,401,0,2
1253,"18",C91,113,247,0,2
1254,"18",Z30,4,287,0,2
1255,"18",N89,0,265,0,2
1256,"18",Z71,78,173,0,2
1257,"18",M54,93,139,0,2
1258,"18",F41,52,165,0,2
1259,"18",K29,60,157,0,2
1260,"18",N83,0,206,0,2
1261,"18",A09,80,123,0,2
1262,"18",Z98,102,100,0,2
1263,"18",N72,0,195,0,2
1264,"18",B37,0,192,0,2
1265,"18",D64,58,115,0,2
1266,"18",N92,0,166,0,2
1267,"18",H66,78,87,0,2
1268,"18",H52,61,89,0,2
1269,"18",C53,0,146,0,2
1270,"18",U07,66,71,0,2
1271,"18",N73,0,135,0,2
1272,"18",E28,0,133,0,2
1273,"18",E78,36,90,0,2
1274,"18",K31,44,78,0,2
1275,"18",R99,300,1042,0,2
1276,"19",Z01,54,1780,0,2
1277,"19",N73,0,797,0,2
1278,"19",N89,0,688,0,2
1279,"19",B37,0,557,0,2
1280,"19",H52,177,316,0,2
1281,"19",C91,160,224,0,2
1282,"19",N72,0,347,0,2
1283,"19",T15,303,30,0,2
1284,"19",H26,155,159,0,2
1285,"19",Z30,0,287,0,2
1286,"19",H40,103,174,0,2
1287,"19",H11,128,145,0,2
1288,"19",Z98,144,125,0,2
1289,"19",N39,50,197,0,2
1290,"19",Z96,122,118,0,2
1291,"19",H04,72,153,0,2
1292,"19",H10,104,112,0,2
1293,"19",Z34,0,212,0,2
1294,"19",E14,65,138,0,2
1295,"19",N76,0,178,0,2
1296,"19",N18,136,32,0,2
1297,"19",K29,73,89,0,2
1298,"19",U07,72,73,0,2
1299,"19",H61,82,62,0,2
1300,"19",I10,60,84,0,2
1301,"19",S05,87,38,0,2
1302,"19",Z71,41,76,0,2
1303,"19",H00,30,66,0,2
1304,"19",E11,44,51,0,2
1305,"19",C53,0,88,0,2
1306,"19",R99,47,161,0,2
1307,"20",H52,280,542,0,2
1308,"20",Z01,63,429,0,2
1309,"20",H26,179,216,0,2
1310,"20",H11,135,152,0,2
1311,"20",H10,128,154,0,2
1312,"20",E14,105,175,0,2
1313,"20",Z98,153,127,0,2
1314,"20",H40,96,163,0,2
1315,"20",C91,125,82,0,2
1316,"20",I10,68,108,0,2
1317,"20",H04,46,125,0,2
1318,"20",Z96,85,83,0,2
1319,"20",N18,132,32,0,2
1320,"20",T15,130,26,0,2
1321,"20",S05,123,21,0,2
1322,"20",U07,70,73,0,2
1323,"20",C69,111,12,0,2
1324,"20",Z71,50,73,0,2
1325,"20",H61,51,68,0,2
1326,"20",N39,31,84,0,2
1327,"20",N73,0,114,0,2
1328,"20",Z33,0,106,0,2
1329,"20",N89,0,103,0,2
1330,"20",H00,49,50,0,2
1331,"20",A09,42,50,0,2
1332,"20",H57,43,44,0,2
1333,"20",H35,37,45,0,2
1334,"20",N72,0,78,0,2
1335,"20",T14,36,41,0,2
1336,"20",B37,3,67,0,2
1337,"20",R99,111,172,0,2
1338,"21",N18,1550,844,7,2
1339,"21",N03,516,175,0,2
1340,"21",C91,187,247,0,2
1341,"21",Z01,41,305,0,2
1342,"21",E14,83,147,11,2
1343,"21",N39,44,130,1,2
1344,"21",A09,76,86,0,2
1345,"21",I10,69,93,0,2
1346,"21",H52,67,92,0,2
1347,"21",Z34,0,124,0,2
1348,"21",L70,33,85,0,2
1349,"21",K29,29,84,2,2
1350,"21",K58,31,74,0,2
1351,"21",U07,71,32,0,2
1352,"21",Z98,52,46,1,2
1353,"21",H40,51,44,0,2
1354,"21",Z33,0,88,0,2
1355,"21",K31,33,39,0,2
1356,"21",H66,34,33,0,2
1357,"21",C53,0,66,0,2
1358,"21",H10,21,45,0,2
1359,"21",C64,57,8,0,2
1360,"21",J06,31,32,1,2
1361,"21",C50,0,63,0,2
1362,"21",L81,5,56,0,2
1363,"21",Z71,23,36,0,2
1364,"21",I87,8,49,0,2
1365,"21",H26,31,25,0,2
1366,"21",M54,26,30,0,2
1367,"21",B35,17,34,0,2
1368,"21",R99,135,255,7,2
1369,"22",N18,5080,2130,7,2
1370,"22",Z01,86,4892,0,2
1371,"22",N03,1675,591,0,2
1372,"22",N39,160,867,0,2
1373,"22",N76,0,929,0,2
1374,"22",Z34,0,914,0,2
1375,"22",A09,317,358,0,2
1376,"22",Z33,0,647,0,2
1377,"22",N89,0,624,0,2
1378,"22",C91,300,233,0,2
1379,"22",Z98,175,356,0,2
1380,"22",U07,230,275,0,2
1381,"22",H52,175,311,0,2
1382,"22",N72,0,472,0,2
1383,"22",I10,117,325,0,2
1384,"22",N92,0,400,0,2
1385,"22",E14,121,257,1,2
1386,"22",N19,244,135,0,2
1387,"22",J18,195,170,0,2
1388,"22",Z30,3,342,0,2
1389,"22",L70,75,258,0,2
1390,"22",H40,122,188,0,2
1391,"22",K31,65,188,0,2
1392,"22",Z96,103,138,0,2
1393,"22",Z76,132,108,0,2
1394,"22",J06,99,136,0,2
1395,"22",M54,83,144,0,2
1396,"22",F41,55,167,0,2
1397,"22",J00,122,100,0,2
1398,"22",E28,0,197,0,2
1399,"22",R99,450,982,1,2
1400,"23",H26,128,113,0,2
1401,"23",U07,65,56,0,2
1402,"23",Z96,57,64,0,2
1403,"23",H40,58,45,0,2
1404,"23",Z98,53,48,0,2
1405,"23",E14,40,55,0,2
1406,"23",H11,37,52,0,2
1407,"23",H52,32,54,0,2
1408,"23",Z01,3,53,0,2
1409,"23",H16,33,8,0,2
1410,"23",C91,1,39,0,2
1411,"23",H10,17,22,0,2
1412,"23",H04,8,24,0,2
1413,"23",I10,11,19,0,2
1414,"23",N39,4,23,0,2
1415,"23",H57,14,9,0,2
1416,"23",Z34,0,22,0,2
1417,"23",A09,12,9,0,2
1418,"23",S05,16,5,0,2
1419,"23",H35,10,9,0,2
1420,"23",H44,6,11,0,2
1421,"23",Z41,0,16,0,2
1422,"23",N72,0,15,0,2
1423,"23",E11,4,9,0,2
1424,"23",E28,0,13,0,2
1425,"23",K31,7,6,0,2
1426,"23",Z71,4,9,0,2
1427,"23",C53,0,12,0,2
1428,"23",H01,3,9,0,2
1429,"23",M54,6,6,0,2
1430,"23",R99,23,41,0,2
1431,"99",Z01,0,27,0,2
1432,"99",Z34,0,11,0,2
1433,"99",N89,0,8,0,2
1434,"99",N92,0,6,0,2
1435,"99",Z30,0,6,0,2
1436,"99",A63,0,4,0,2
1437,"99",D25,0,4,0,2
1438,"99",N39,0,4,0,2
1439,"99",N40,4,0,0,2
1440,"99",N76,0,4,0,2
1441,"99",N95,0,4,0,2
1442,"99",Z71,2,2,0,2
1443,"99",D24,0,3,0,2
1444,"99",E28,0,3,0,2
1445,"99",N60,0,3,0,2
1446,"99",N72,0,3,0,2
1447,"99",C50,0,2,0,2
1448,"99",C85,0,2,0,2
1449,"99",H11,0,1,1,2
1450,"99",I50,1,1,0,2
1451,"99",N64,0,2,0,2
1452,"99",N73,0,2,0,2
1453,"99",T14,2,0,0,2
1454,"99",A09,1,0,0,2
1455,"99",B37,0,1,0,2
1456,"99",E24,0,1,0,2
1457,"99",E73,1,0,0,2
1458,"99",G54,1,0,0,2
1459,"99",H00,1,0,0,2
1460,"99",H25,0,0,1,2
1461,"99",R99,2,7,0,2
