"id","lim_inf_rango","lim_sup_rango","id_codigo_cie","hombres","mujeres","ignorado","id_tipo_servicio"
1072,80,120,T14,39,91,0,1
1073,80,120,K81,35,94,0,1
1074,80,120,H25,31,73,0,1
1075,80,120,D64,39,56,0,1
1076,80,120,M79,23,68,0,1
1077,80,120,Z51,61,29,0,1
1078,80,120,K56,32,54,0,1
1079,80,120,M54,30,56,0,1
1080,80,120,Z01,35,39,0,1
1081,80,120,A41,22,48,0,1
1082,80,120,K80,21,47,0,1
1083,80,120,J44,28,39,0,1
1084,80,120,I21,19,44,0,1
1085,80,120,R99,453,757,0,1
1086,,,O82,0,147,0,1
1087,,,O06,0,42,0,1
1088,,,O26,0,28,0,1
1089,,,K81,5,22,0,1
1090,,,N18,27,0,0,1
1091,,,O80,0,23,0,1
1092,,,I10,9,12,0,1
1093,,,A09,9,10,0,1
1094,,,T14,11,8,0,1
1095,,,Z38,6,10,2,1
1096,,,Z98,6,12,0,1
1097,,,K35,9,7,0,1
1098,,,N85,0,16,0,1
1099,,,O20,0,15,0,1
1100,,,S72,7,6,0,1
1101,,,J18,4,7,0,1
1102,,,K40,8,2,0,1
1103,,,K80,4,6,0,1
1104,,,M17,5,5,0,1
1105,,,S52,6,4,0,1
1106,,,E14,4,5,0,1
1107,,,N39,2,6,0,1
1108,,,O36,0,8,0,1
1109,,,S09,3,5,0,1
1110,,,K37,2,5,0,1
1111,,,U07,5,2,0,1
1112,,,J46,6,0,0,1
1113,,,N83,0,6,0,1
1114,,,S82,5,1,0,1
1115,,,Z41,1,4,0,1
1116,,,R99,28,44,0,1
