id_clave_rango,id_codigo_cie,id_tipo_servicio,id
7,N83,1,760
7,M79,1,761
7,T07,1,762
7,M54,1,763
7,N20,1,764
7,Z01,1,765
7,S82,1,766
7,O20,1,767
7,J34,1,768
7,K40,1,769
7,O66,1,770
7,O26,1,771
7,O72,1,772
7,T14,1,773
7,J18,1,774
7,R99,1,775
8,O82,1,776
8,N18,1,777
8,K81,1,778
8,U07,1,779
8,D25,1,780
8,N85,1,781
8,O06,1,782
8,Z41,1,783
8,K80,1,784
8,Z98,1,785
8,A09,1,786
8,O80,1,787
8,K35,1,788
8,K37,1,789
8,N39,1,790
8,N83,1,791
8,K40,1,792
8,Z01,1,793
8,N20,1,794
8,M79,1,795
8,T07,1,796
8,I10,1,797
8,E14,1,798
8,M54,1,799
8,N97,1,800
8,J18,1,801
8,S82,1,802
8,T14,1,803
8,J34,1,804
8,K42,1,805
8,R99,1,806
9,N18,1,807
9,D25,1,808
9,N85,1,809
9,K81,1,810
9,O82,1,811
9,U07,1,812
9,Z98,1,813
9,K80,1,814
9,Z41,1,815
9,A09,1,816
9,O06,1,817
9,N39,1,818
9,K37,1,819
9,K35,1,820
9,I10,1,821
9,E14,1,822
9,Z01,1,823
9,M79,1,824
9,N83,1,825
9,N20,1,826
9,K40,1,827
9,T14,1,828
9,J18,1,829
9,M54,1,830
9,S82,1,831
9,N63,1,832
9,T07,1,833
9,K64,1,834
9,H11,1,835
9,J34,1,836
9,R99,1,837
10,N18,1,838
10,N85,1,839
10,D25,1,840
10,U07,1,841
10,K81,1,842
10,Z98,1,843
10,A09,1,844
10,Z41,1,845
10,K80,1,846
10,E14,1,847
10,I10,1,848
10,N39,1,849
10,K35,1,850
10,Z01,1,851
10,N20,1,852
10,J18,1,853
10,K40,1,854
10,H26,1,855
10,K37,1,856
10,M54,1,857
10,K46,1,858
10,N83,1,859
10,H11,1,860
10,T14,1,861
10,M79,1,862
10,T07,1,863
10,F10,1,864
10,K42,1,865
10,S82,1,866
10,J34,1,867
10,R99,1,868
11,N18,1,869
11,U07,1,870
11,K81,1,871
11,Z98,1,872
11,N85,1,873
11,E14,1,874
11,A09,1,875
11,D25,1,876
11,K80,1,877
11,I10,1,878
11,H26,1,879
11,N39,1,880
11,J18,1,881
11,Z41,1,882
11,N20,1,883
11,K40,1,884
11,K35,1,885
11,Z01,1,886
11,S82,1,887
11,T14,1,888
11,M79,1,889
11,H11,1,890
11,K37,1,891
11,M54,1,892
11,E11,1,893
11,K31,1,894
11,K46,1,895
11,S52,1,896
11,C50,1,897
11,N81,1,898
11,R99,1,899
12,N18,1,900
12,U07,1,901
12,Z98,1,902
12,K81,1,903
12,E14,1,904
12,H26,1,905
12,A09,1,906
12,K80,1,907
12,I10,1,908
12,N39,1,909
12,J18,1,910
12,Z41,1,911
12,Z01,1,912
12,N85,1,913
12,K40,1,914
12,K35,1,915
12,E11,1,916
12,N40,1,917
12,M54,1,918
12,N20,1,919
12,K92,1,920
12,D25,1,921
12,S82,1,922
12,M79,1,923
12,N81,1,924
12,H11,1,925
12,K46,1,926
12,T14,1,927
12,K37,1,928
12,M17,1,929
12,R99,1,930
13,N18,1,931
13,Z98,1,932
13,H26,1,933
13,U07,1,934
13,E14,1,935
13,K81,1,936
13,I10,1,937
13,A09,1,938
13,N40,1,939
13,J18,1,940
13,K80,1,941
13,N39,1,942
13,K40,1,943
13,Z01,1,944
13,N85,1,945
13,N81,1,946
13,E11,1,947
13,T14,1,948
13,K92,1,949
13,N20,1,950
13,Z41,1,951
13,M17,1,952
13,K74,1,953
13,S82,1,954
13,M54,1,955
13,M79,1,956
13,K46,1,957
13,S52,1,958
13,E87,1,959
13,H11,1,960
13,R99,1,961
14,N18,1,962
14,Z98,1,963
14,H26,1,964
14,U07,1,965
14,E14,1,966
14,K81,1,967
14,I10,1,968
14,N40,1,969
14,A09,1,970
14,J18,1,971
14,N39,1,972
14,K80,1,973
14,Z01,1,974
14,K40,1,975
14,M17,1,976
14,N81,1,977
14,I67,1,978
14,E11,1,979
14,K74,1,980
14,E87,1,981
14,N85,1,982
14,K46,1,983
14,K92,1,984
14,K29,1,985
14,S72,1,986
14,N42,1,987
14,K35,1,988
14,M54,1,989
14,K31,1,990
14,Z41,1,991
14,R99,1,992
15,N18,1,993
15,H26,1,994
15,Z98,1,995
15,I10,1,996
15,E14,1,997
15,U07,1,998
15,N40,1,999
15,A09,1,1000
15,K81,1,1001
15,J18,1,1002
15,N39,1,1003
15,K40,1,1004
15,K80,1,1005
15,Z01,1,1006
15,S72,1,1007
15,E87,1,1008
15,K92,1,1009
15,N81,1,1010
15,I67,1,1011
15,N42,1,1012
15,E11,1,1013
15,M17,1,1014
15,K31,1,1015
15,K46,1,1016
15,T14,1,1017
15,H25,1,1018
15,I50,1,1019
15,D64,1,1020
15,K29,1,1021
15,M54,1,1022
15,R99,1,1023
16,N18,1,1024
16,H26,1,1025
16,Z98,1,1026
16,U07,1,1027
16,J18,1,1028
16,I10,1,1029
16,N40,1,1030
16,N39,1,1031
16,E14,1,1032
16,K81,1,1033
16,A09,1,1034
16,K40,1,1035
16,S72,1,1036
16,K92,1,1037
16,E87,1,1038
16,I67,1,1039
16,H25,1,1040
16,T14,1,1041
16,F68,1,1042
16,K80,1,1043
16,I50,1,1044
16,Z01,1,1045
16,A41,1,1046
16,E11,1,1047
16,D64,1,1048
16,K46,1,1049
16,N42,1,1050
16,N81,1,1051
16,S52,1,1052
16,H40,1,1053
16,R99,1,1054
17,H26,1,1055
17,S72,1,1056
17,J18,1,1057
17,I10,1,1058
17,U07,1,1059
17,Z98,1,1060
17,A09,1,1061
17,N39,1,1062
17,E87,1,1063
17,E14,1,1064
17,I67,1,1065
17,I50,1,1066
17,N40,1,1067
17,K92,1,1068
17,F68,1,1069
17,N18,1,1070
17,K40,1,1071
17,T14,1,1072
17,K81,1,1073
17,H25,1,1074
17,D64,1,1075
17,M79,1,1076
17,Z51,1,1077
17,K56,1,1078
17,M54,1,1079
17,Z01,1,1080
17,A41,1,1081
17,K80,1,1082
17,J44,1,1083
17,I21,1,1084
17,R99,1,1085
18,O82,1,1086
18,O06,1,1087
18,O26,1,1088
18,K81,1,1089
18,N18,1,1090
18,O80,1,1091
18,I10,1,1092
18,A09,1,1093
18,T14,1,1094
18,Z38,1,1095
18,Z98,1,1096
18,K35,1,1097
18,N85,1,1098
18,O20,1,1099
18,S72,1,1100
18,J18,1,1101
18,K40,1,1102
18,K80,1,1103
18,M17,1,1104
18,S52,1,1105
18,E14,1,1106
18,N39,1,1107
18,O36,1,1108
18,S09,1,1109
18,K37,1,1110
18,U07,1,1111
18,J46,1,1112
18,N83,1,1113
18,S82,1,1114
18,Z41,1,1115
18,R99,1,1116
