id_clave_rango,id_codigo_cie,hombres,mujeres,ignorado,id_tipo_servicio
16,H25,23,52,0,1
16,T14,23,49,0,1
16,F68,27,44,0,1
16,K80,28,43,0,1
16,I50,27,35,0,1
16,Z01,24,38,0,1
16,A41,27,32,0,1
16,E11,22,37,0,1
16,D64,21,35,1,1
16,K46,32,25,0,1
16,N42,57,0,0,1
16,N81,0,56,0,1
16,S52,6,42,0,1
16,H40,20,25,0,1
16,R99,286,385,0,1
17,H26,224,219,0,1
17,S72,79,291,0,1
17,J18,174,189,0,1
17,I10,117,214,1,1
17,U07,160,162,3,1
17,Z98,131,152,0,1
17,A09,98,172,0,1
17,N39,100,159,0,1
17,E87,73,135,1,1
17,E14,73,129,1,1
17,I67,77,118,0,1
17,I50,80,104,0,1
17,N40,173,0,0,1
17,K92,56,100,0,1
17,F68,55,92,1,1
17,N18,70,69,0,1
17,K40,87,50,0,1
17,T14,39,91,0,1
17,K81,35,94,0,1
17,H25,31,73,0,1
17,D64,39,56,0,1
17,M79,23,68,0,1
17,Z51,61,29,0,1
17,K56,32,54,0,1
17,M54,30,56,0,1
17,Z01,35,39,0,1
17,A41,22,48,0,1
17,K80,21,47,0,1
17,J44,28,39,0,1
17,I21,19,44,0,1
17,R99,453,757,0,1
18,O82,0,147,0,1
18,O06,0,42,0,1
18,O26,0,28,0,1
18,K81,5,22,0,1
18,N18,27,0,0,1
18,O80,0,23,0,1
18,I10,9,12,0,1
18,A09,9,10,0,1
18,T14,11,8,0,1
18,Z38,6,10,2,1
18,Z98,6,12,0,1
18,K35,9,7,0,1
18,N85,0,16,0,1
18,O20,0,15,0,1
18,S72,7,6,0,1
18,J18,4,7,0,1
18,K40,8,2,0,1
18,K80,4,6,0,1
18,M17,5,5,0,1
18,S52,6,4,0,1
18,E14,4,5,0,1
18,N39,2,6,0,1
18,O36,0,8,0,1
18,S09,3,5,0,1
18,K37,2,5,0,1
18,U07,5,2,0,1
18,J46,6,0,0,1
18,N83,0,6,0,1
18,S82,5,1,0,1
18,Z41,1,4,0,1
18,R99,28,44,0,1
