anio_nacimiento,area_salud,departamento,municipio,codigo_municipio,num_dosis,sexo,n_vacunados,poblacion
2010,HUEHUETENANGO,HUEHUETENANGO,SAN GASPAR IXCHIL,1329,1a.,Femenino,102,143
2010,HUEHUETENANGO,HUEHUETENANGO,SAN GASPAR IXCHIL,1329,2a.,Femenino,55,143
2011,HUEHUETENANGO,HUEHUETENANGO,SAN GASPAR IXCHIL,1329,1a.,Femenino,71,150
2011,HUEHUETENANGO,HUEHUETENANGO,SAN GASPAR IXCHIL,1329,2a.,Femenino,46,150
2012,HUEHUETENANGO,HUEHUETENANGO,SAN GASPAR IXCHIL,1329,1a.,Femenino,67,191
2012,HUEHUETENANGO,HUEHUETENANGO,SAN GASPAR IXCHIL,1329,2a.,Femenino,8,191
2013,HUEHUETENANGO,HUEHUETENANGO,SAN GASPAR IXCHIL,1329,1a.,Femenino,101,179
2013,HUEHUETENANGO,HUEHUETENANGO,SAN GASPAR IXCHIL,1329,2a.,Femenino,0,179
2014,HUEHUETENANGO,HUEHUETENANGO,SAN GASPAR IXCHIL,1329,1a.,Femenino,94,145
2015,HUEHUETENANGO,HUEHUETENANGO,SAN GASPAR IXCHIL,1329,1a.,Femenino,16,168
2006,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,1a.,Femenino,245,641
2006,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,2a.,Femenino,129,641
2007,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,1a.,Femenino,548,700
2007,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,2a.,Femenino,396,700
2008,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,1a.,Femenino,484,485
2008,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,2a.,Femenino,333,485
2009,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,1a.,Femenino,524,658
2009,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,2a.,Femenino,280,658
2010,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,1a.,Femenino,392,660
2010,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,2a.,Femenino,105,660
2011,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,1a.,Femenino,324,727
2011,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,2a.,Femenino,32,727
2012,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,1a.,Femenino,247,728
2012,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,2a.,Femenino,2,728
2013,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,1a.,Femenino,306,735
2013,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,2a.,Femenino,2,735
2014,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,1a.,Femenino,203,729
2015,HUEHUETENANGO,HUEHUETENANGO,SAN ILDELFONSO IXTAHUACAN,1309,1a.,Femenino,48,766
2006,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,1a.,Femenino,134,320
2006,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,2a.,Femenino,45,320
2007,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,1a.,Femenino,248,319
2007,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,2a.,Femenino,149,319
2008,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,1a.,Femenino,267,332
2008,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,2a.,Femenino,186,332
2009,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,1a.,Femenino,249,307
2009,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,2a.,Femenino,166,307
2010,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,1a.,Femenino,308,368
2010,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,2a.,Femenino,183,368
2011,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,1a.,Femenino,301,365
2011,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,2a.,Femenino,170,365
2012,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,1a.,Femenino,261,382
2012,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,2a.,Femenino,69,382
2013,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,1a.,Femenino,232,393
2013,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,2a.,Femenino,2,393
2014,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,1a.,Femenino,187,376
2015,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN ATITAN,1316,1a.,Femenino,39,365
2006,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,1a.,Femenino,156,387
2006,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,2a.,Femenino,80,387
2007,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,1a.,Femenino,365,412
2007,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,2a.,Femenino,293,412
2008,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,1a.,Femenino,420,384
2008,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,2a.,Femenino,242,384
2009,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,1a.,Femenino,385,322
2009,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,2a.,Femenino,146,322
2010,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,1a.,Femenino,362,433
2010,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,2a.,Femenino,99,433
2011,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,1a.,Femenino,280,446
2011,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,2a.,Femenino,47,446
2012,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,1a.,Femenino,185,418
2012,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,2a.,Femenino,10,418
2013,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,1a.,Femenino,158,391
2013,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,2a.,Femenino,1,391
2014,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,1a.,Femenino,128,433
2015,HUEHUETENANGO,HUEHUETENANGO,SAN JUAN IXCOY,1323,1a.,Femenino,29,431
2006,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,1a.,Femenino,219,918
2006,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,2a.,Femenino,70,918
2007,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,1a.,Femenino,535,805
2007,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,2a.,Femenino,362,805
2008,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,1a.,Femenino,601,745
2008,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,2a.,Femenino,355,745
2009,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,1a.,Femenino,513,769
2009,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,2a.,Femenino,178,769
2010,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,1a.,Femenino,324,876
2010,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,2a.,Femenino,37,876
2011,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,1a.,Femenino,183,872
2011,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,2a.,Femenino,13,872
2012,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,1a.,Femenino,233,924
2012,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,2a.,Femenino,9,924
2013,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,1a.,Femenino,239,904
2013,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,2a.,Femenino,1,904
2014,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,1a.,Femenino,146,905
2015,HUEHUETENANGO,HUEHUETENANGO,SAN MATEO IXTATAN,1318,1a.,Femenino,28,936
2006,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,1a.,Femenino,166,453
2006,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,2a.,Femenino,83,453
2007,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,1a.,Femenino,395,501
2007,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,2a.,Femenino,332,501
2008,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,1a.,Femenino,366,418
2008,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,2a.,Femenino,285,418
2009,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,1a.,Femenino,400,502
2009,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,2a.,Femenino,241,502
2010,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,1a.,Femenino,392,523
2010,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,2a.,Femenino,173,523
2011,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,1a.,Femenino,348,532
2011,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,2a.,Femenino,65,532
2012,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,1a.,Femenino,229,546
2012,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,2a.,Femenino,29,546
2013,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,1a.,Femenino,281,595
2013,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,2a.,Femenino,2,595
2014,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,1a.,Femenino,210,555
2015,HUEHUETENANGO,HUEHUETENANGO,SAN MIGUEL ACATAN,1313,1a.,Femenino,36,656
2006,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,1a.,Femenino,235,490
2006,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,2a.,Femenino,104,490
2007,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,1a.,Femenino,425,560
2007,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,2a.,Femenino,316,560
2008,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,1a.,Femenino,377,531
2008,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,2a.,Femenino,200,531
2009,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,1a.,Femenino,361,546
2009,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,2a.,Femenino,134,546
2010,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,1a.,Femenino,337,593
2010,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,2a.,Femenino,90,593
2011,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,1a.,Femenino,213,632
2011,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,2a.,Femenino,37,632
2012,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,1a.,Femenino,162,609
2012,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,2a.,Femenino,12,609
2013,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,1a.,Femenino,104,531
2013,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,2a.,Femenino,0,531
2014,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,1a.,Femenino,65,548
2015,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO NECTA,1306,1a.,Femenino,9,584
2006,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,1a.,Femenino,519,785
2006,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,2a.,Femenino,362,785
2007,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,1a.,Femenino,768,854
2007,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,2a.,Femenino,627,854
2008,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,1a.,Femenino,1001,788
2008,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,2a.,Femenino,738,788
2009,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,1a.,Femenino,822,694
2009,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,2a.,Femenino,588,694
2010,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,1a.,Femenino,950,781
2010,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,2a.,Femenino,372,781
2011,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,1a.,Femenino,757,829
2011,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,2a.,Femenino,179,829
2012,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,1a.,Femenino,663,921
2012,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,2a.,Femenino,127,921
2013,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,1a.,Femenino,594,857
2013,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,2a.,Femenino,1,857
2014,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,1a.,Femenino,721,853
2015,HUEHUETENANGO,HUEHUETENANGO,SAN PEDRO SOLOMA,1308,1a.,Femenino,111,961
2006,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,1a.,Femenino,107,202
2006,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,2a.,Femenino,54,202
2007,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,1a.,Femenino,174,229
2007,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,2a.,Femenino,136,229
2008,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,1a.,Femenino,208,256
2008,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,2a.,Femenino,170,256
2009,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,1a.,Femenino,178,197
2009,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,2a.,Femenino,115,197
2010,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,1a.,Femenino,188,254
2010,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,2a.,Femenino,124,254
2011,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,1a.,Femenino,165,245
2011,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,2a.,Femenino,68,245
2012,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,1a.,Femenino,159,274
2012,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,2a.,Femenino,60,274
2013,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,1a.,Femenino,160,279
2013,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,2a.,Femenino,1,279
2014,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,1a.,Femenino,84,228
2015,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL LA INDEPENDENCIA,1314,1a.,Femenino,27,250
2006,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,1a.,Femenino,49,151
2006,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,2a.,Femenino,31,151
2007,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,1a.,Femenino,129,151
2007,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,2a.,Femenino,111,151
2008,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,1a.,Femenino,129,166
2008,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,2a.,Femenino,98,166
2009,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,1a.,Femenino,112,141
2009,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,2a.,Femenino,71,141
2010,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,1a.,Femenino,116,159
2010,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,2a.,Femenino,63,159
2011,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,1a.,Femenino,118,181
2011,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,2a.,Femenino,37,181
2012,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,1a.,Femenino,93,184
2012,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,2a.,Femenino,20,184
2013,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,1a.,Femenino,81,148
2013,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,2a.,Femenino,0,148
2014,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,1a.,Femenino,68,133
2015,HUEHUETENANGO,HUEHUETENANGO,SAN RAFAEL PETZAL,1328,1a.,Femenino,22,160
2006,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,1a.,Femenino,150,251
2006,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,2a.,Femenino,117,251
2007,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,1a.,Femenino,284,257
2007,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,2a.,Femenino,255,257
2008,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,1a.,Femenino,267,264
2008,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,2a.,Femenino,230,264
2009,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,1a.,Femenino,235,282
2009,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,2a.,Femenino,183,282
2010,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,1a.,Femenino,253,344
2010,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,2a.,Femenino,175,344
2011,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,1a.,Femenino,224,366
2011,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,2a.,Femenino,104,366
2012,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,1a.,Femenino,182,340
2012,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,2a.,Femenino,30,340
2013,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,1a.,Femenino,175,354
2013,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,2a.,Femenino,4,354
2014,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,1a.,Femenino,113,312
2015,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN COATAN,1325,1a.,Femenino,20,319
2006,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,1a.,Femenino,242,525
2006,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,2a.,Femenino,147,525
2007,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,1a.,Femenino,480,502
2007,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,2a.,Femenino,423,502
2008,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,1a.,Femenino,447,527
2008,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,2a.,Femenino,374,527
2009,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,1a.,Femenino,409,452
2009,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,2a.,Femenino,320,452
2010,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,1a.,Femenino,504,571
2010,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,2a.,Femenino,249,571
2011,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,1a.,Femenino,326,516
2011,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,2a.,Femenino,94,516
2012,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,1a.,Femenino,274,582
2012,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,2a.,Femenino,35,582
2013,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,1a.,Femenino,219,554
2013,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,2a.,Femenino,5,554
2014,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,1a.,Femenino,247,559
2015,HUEHUETENANGO,HUEHUETENANGO,SAN SEBASTIAN HUEHUETENANGO,1320,1a.,Femenino,58,565
2006,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,1a.,Femenino,60,106
2006,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,2a.,Femenino,31,106
2007,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,1a.,Femenino,96,94
2007,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,2a.,Femenino,53,94
2008,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,1a.,Femenino,97,89
2008,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,2a.,Femenino,72,89
2009,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,1a.,Femenino,113,93
2009,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,2a.,Femenino,57,93
2010,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,1a.,Femenino,101,102
2010,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,2a.,Femenino,50,102
2011,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,1a.,Femenino,87,106
2011,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,2a.,Femenino,46,106
2012,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,1a.,Femenino,86,94
2012,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,2a.,Femenino,21,94
2013,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,1a.,Femenino,70,96
2013,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,2a.,Femenino,2,96
2014,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,1a.,Femenino,50,119
2015,HUEHUETENANGO,HUEHUETENANGO,SANTA ANA HUISTA,1331,1a.,Femenino,4,120
2006,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,1a.,Femenino,206,493
2006,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,2a.,Femenino,55,493
2007,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,1a.,Femenino,462,518
2007,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,2a.,Femenino,232,518
2008,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,1a.,Femenino,460,534
2008,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,2a.,Femenino,169,534
2009,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,1a.,Femenino,403,490
2009,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,2a.,Femenino,86,490
2010,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,1a.,Femenino,293,537
2010,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,2a.,Femenino,49,537
2011,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,1a.,Femenino,216,585
2011,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,2a.,Femenino,13,585
2012,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,1a.,Femenino,153,578
2012,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,2a.,Femenino,3,578
2013,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,1a.,Femenino,112,528
2013,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,2a.,Femenino,2,528
2014,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,1a.,Femenino,80,675
2015,HUEHUETENANGO,HUEHUETENANGO,SANTA BARBARA,1310,1a.,Femenino,6,597
2006,HUEHUETENANGO,HUEHUETENANGO,SANTA EULALIA,1317,1a.,Femenino,364,701
2006,HUEHUETENANGO,HUEHUETENANGO,SANTA EULALIA,1317,2a.,Femenino,96,701
2007,HUEHUETENANGO,HUEHUETENANGO,SANTA EULALIA,1317,1a.,Femenino,559,610
