anio_nacimiento,area_salud,departamento,municipio,codigo_municipio,num_dosis,sexo,n_vacunados,poblacion
2013,CHIMALTENANGO,CHIMALTENANGO,ACATENANGO,411,2a.,Masculino,0,290
2014,CHIMALTENANGO,CHIMALTENANGO,ACATENANGO,411,1a.,Masculino,3,313
2015,CHIMALTENANGO,CHIMALTENANGO,ACATENANGO,411,1a.,Masculino,71,302
2006,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,1a.,Masculino,0,1149
2006,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,2a.,Masculino,0,1149
2007,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,1a.,Masculino,0,1173
2007,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,2a.,Masculino,0,1173
2008,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,1a.,Masculino,0,1253
2008,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,2a.,Masculino,0,1253
2009,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,1a.,Masculino,0,1061
2009,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,2a.,Masculino,0,1061
2010,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,1a.,Masculino,0,1083
2010,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,2a.,Masculino,0,1083
2011,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,1a.,Masculino,0,1122
2011,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,2a.,Masculino,0,1122
2012,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,1a.,Masculino,0,1186
2012,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,2a.,Masculino,0,1186
2013,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,1a.,Masculino,0,1179
2013,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,2a.,Masculino,0,1179
2014,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,1a.,Masculino,56,1183
2015,CHIMALTENANGO,CHIMALTENANGO,CHIMALTENANGO,401,1a.,Masculino,150,1249
2006,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,1a.,Masculino,0,206
2006,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,2a.,Masculino,0,206
2007,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,1a.,Masculino,0,234
2007,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,2a.,Masculino,0,234
2008,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,1a.,Masculino,0,222
2008,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,2a.,Masculino,0,222
2009,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,1a.,Masculino,0,234
2009,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,2a.,Masculino,1,234
2010,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,1a.,Masculino,0,209
2010,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,2a.,Masculino,1,209
2011,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,1a.,Masculino,0,211
2011,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,2a.,Masculino,0,211
2012,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,1a.,Masculino,0,260
2012,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,2a.,Masculino,0,260
2013,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,1a.,Masculino,0,219
2013,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,2a.,Masculino,0,219
2014,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,1a.,Masculino,0,230
2015,CHIMALTENANGO,CHIMALTENANGO,EL TEJAR,416,1a.,Masculino,4,237
2006,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,1a.,Masculino,0,168
2006,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,2a.,Masculino,0,168
2007,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,1a.,Masculino,0,164
2007,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,2a.,Masculino,0,164
2008,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,1a.,Masculino,0,156
2008,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,2a.,Masculino,0,156
2009,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,1a.,Masculino,0,203
2009,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,2a.,Masculino,0,203
2010,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,1a.,Masculino,0,207
2010,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,2a.,Masculino,0,207
2011,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,1a.,Masculino,0,199
2011,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,2a.,Masculino,0,199
2012,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,1a.,Masculino,0,199
2012,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,2a.,Masculino,0,199
2013,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,1a.,Masculino,0,197
2013,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,2a.,Masculino,0,197
2014,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,1a.,Masculino,0,197
2015,CHIMALTENANGO,CHIMALTENANGO,PARRAMOS,414,1a.,Masculino,20,204
2006,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,1a.,Masculino,0,387
2006,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,2a.,Masculino,0,387
2007,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,1a.,Masculino,0,424
2007,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,2a.,Masculino,0,424
2008,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,1a.,Masculino,0,411
2008,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,2a.,Masculino,0,411
2009,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,1a.,Masculino,0,379
2009,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,2a.,Masculino,0,379
2010,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,1a.,Masculino,0,385
2010,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,2a.,Masculino,1,385
2011,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,1a.,Masculino,0,396
2011,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,2a.,Masculino,0,396
2012,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,1a.,Masculino,0,439
2012,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,2a.,Masculino,0,439
2013,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,1a.,Masculino,0,380
2013,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,2a.,Masculino,0,380
2014,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,1a.,Masculino,3,416
2015,CHIMALTENANGO,CHIMALTENANGO,PATZICIA,407,1a.,Masculino,32,429
2006,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,1a.,Masculino,0,696
2006,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,2a.,Masculino,0,696
2007,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,1a.,Masculino,0,704
2007,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,2a.,Masculino,0,704
2008,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,1a.,Masculino,0,729
2008,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,2a.,Masculino,0,729
2009,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,1a.,Masculino,1,720
2009,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,2a.,Masculino,1,720
2010,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,1a.,Masculino,1,640
2010,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,2a.,Masculino,1,640
2011,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,1a.,Masculino,0,795
2011,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,2a.,Masculino,0,795
2012,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,1a.,Masculino,0,777
2012,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,2a.,Masculino,0,777
2013,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,1a.,Masculino,0,755
2013,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,2a.,Masculino,0,755
2014,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,1a.,Masculino,0,737
2015,CHIMALTENANGO,CHIMALTENANGO,PATZUN,409,1a.,Masculino,107,736
2006,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,1a.,Masculino,0,113
2006,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,2a.,Masculino,0,113
2007,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,1a.,Masculino,0,121
2007,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,2a.,Masculino,0,121
2008,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,1a.,Masculino,0,131
2008,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,2a.,Masculino,0,131
2009,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,1a.,Masculino,0,110
2009,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,2a.,Masculino,0,110
2010,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,1a.,Masculino,0,129
2010,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,2a.,Masculino,0,129
2011,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,1a.,Masculino,0,104
2011,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,2a.,Masculino,0,104
2012,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,1a.,Masculino,1,120
2012,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,2a.,Masculino,0,120
2013,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,1a.,Masculino,0,109
2013,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,2a.,Masculino,0,109
2014,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,1a.,Masculino,0,118
2015,CHIMALTENANGO,CHIMALTENANGO,POCHUTA,408,1a.,Masculino,24,104
2006,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,1a.,Masculino,0,351
2006,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,2a.,Masculino,0,351
2007,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,1a.,Masculino,0,364
2007,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,2a.,Masculino,1,364
2008,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,1a.,Masculino,0,357
2008,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,2a.,Masculino,0,357
2009,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,1a.,Masculino,0,369
2009,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,2a.,Masculino,0,369
2010,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,1a.,Masculino,0,398
2010,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,2a.,Masculino,0,398
2011,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,1a.,Masculino,0,387
2011,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,2a.,Masculino,0,387
2012,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,1a.,Masculino,0,361
2012,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,2a.,Masculino,0,361
2013,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,1a.,Masculino,0,404
2013,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,2a.,Masculino,0,404
2014,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,1a.,Masculino,0,387
2015,CHIMALTENANGO,CHIMALTENANGO,SAN ANDRES ITZAPA,413,1a.,Masculino,37,392
2006,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,1a.,Masculino,0,357
2006,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,2a.,Masculino,0,357
2007,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,1a.,Masculino,0,294
2007,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,2a.,Masculino,0,294
2008,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,1a.,Masculino,0,318
2008,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,2a.,Masculino,0,318
2009,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,1a.,Masculino,0,309
2009,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,2a.,Masculino,0,309
2010,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,1a.,Masculino,0,348
2010,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,2a.,Masculino,0,348
2011,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,1a.,Masculino,0,343
2011,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,2a.,Masculino,0,343
2012,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,1a.,Masculino,0,332
2012,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,2a.,Masculino,0,332
2013,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,1a.,Masculino,0,325
2013,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,2a.,Masculino,0,325
2014,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,1a.,Masculino,15,298
2015,CHIMALTENANGO,CHIMALTENANGO,SAN JOSE POAQUIL,402,1a.,Masculino,61,321
2006,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,1a.,Masculino,0,542
2006,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,2a.,Masculino,0,542
2007,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,1a.,Masculino,0,571
2007,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,2a.,Masculino,0,571
2008,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,1a.,Masculino,0,552
2008,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,2a.,Masculino,0,552
2009,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,1a.,Masculino,0,557
2009,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,2a.,Masculino,0,557
2010,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,1a.,Masculino,0,540
2010,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,2a.,Masculino,0,540
2011,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,1a.,Masculino,0,534
2011,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,2a.,Masculino,0,534
2012,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,1a.,Masculino,0,560
2012,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,2a.,Masculino,0,560
2013,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,1a.,Masculino,0,555
2013,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,2a.,Masculino,0,555
2014,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,1a.,Masculino,7,597
2015,CHIMALTENANGO,CHIMALTENANGO,SAN JUAN COMALAPA,404,1a.,Masculino,88,632
2006,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,1a.,Masculino,1,910
2006,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,2a.,Masculino,0,910
2007,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,1a.,Masculino,0,929
2007,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,2a.,Masculino,0,929
2008,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,1a.,Masculino,0,933
2008,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,2a.,Masculino,0,933
2009,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,1a.,Masculino,0,912
2009,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,2a.,Masculino,0,912
2010,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,1a.,Masculino,0,970
2010,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,2a.,Masculino,0,970
2011,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,1a.,Masculino,0,981
2011,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,2a.,Masculino,0,981
2012,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,1a.,Masculino,0,985
2012,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,2a.,Masculino,0,985
2013,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,1a.,Masculino,0,1068
2013,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,2a.,Masculino,0,1068
2014,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,1a.,Masculino,0,1015
2015,CHIMALTENANGO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,403,1a.,Masculino,126,1004
2006,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,1a.,Masculino,0,242
2006,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,2a.,Masculino,0,242
2007,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,1a.,Masculino,0,270
2007,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,2a.,Masculino,0,270
2008,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,1a.,Masculino,0,267
2008,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,2a.,Masculino,0,267
2009,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,1a.,Masculino,0,244
2009,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,2a.,Masculino,0,244
2010,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,1a.,Masculino,0,246
2010,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,2a.,Masculino,0,246
2011,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,1a.,Masculino,0,279
2011,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,2a.,Masculino,0,279
2012,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,1a.,Masculino,0,263
2012,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,2a.,Masculino,0,263
2013,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,1a.,Masculino,0,249
2013,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,2a.,Masculino,0,249
2014,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,1a.,Masculino,0,287
2015,CHIMALTENANGO,CHIMALTENANGO,SANTA APOLONIA,405,1a.,Masculino,47,285
2006,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,1a.,Masculino,0,125
2006,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,2a.,Masculino,0,125
2007,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,1a.,Masculino,0,90
2007,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,2a.,Masculino,0,90
2008,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,1a.,Masculino,0,108
2008,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,2a.,Masculino,0,108
2009,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,1a.,Masculino,0,123
2009,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,2a.,Masculino,0,123
2010,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,1a.,Masculino,0,114
2010,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,2a.,Masculino,0,114
2011,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,1a.,Masculino,0,97
2011,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,2a.,Masculino,0,97
2012,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,1a.,Masculino,0,136
2012,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,2a.,Masculino,0,136
2013,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,1a.,Masculino,0,107
2013,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,2a.,Masculino,0,107
2014,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,1a.,Masculino,0,124
2015,CHIMALTENANGO,CHIMALTENANGO,SANTA CRUZ BALANYA,410,1a.,Masculino,37,124
2006,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,1a.,Masculino,0,1253
2006,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,2a.,Masculino,0,1253
2007,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,1a.,Masculino,0,1284
2007,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,2a.,Masculino,0,1284
2008,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,1a.,Masculino,0,1241
2008,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,2a.,Masculino,0,1241
2009,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,1a.,Masculino,0,1192
2009,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,2a.,Masculino,0,1192
2010,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,1a.,Masculino,0,1205
2010,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,2a.,Masculino,1,1205
2011,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,1a.,Masculino,0,1240
2011,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,2a.,Masculino,0,1240
2012,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,1a.,Masculino,0,1303
2012,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,2a.,Masculino,0,1303
2013,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,1a.,Masculino,0,1345
2013,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,2a.,Masculino,0,1345
2014,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,1a.,Masculino,11,1242
2015,CHIMALTENANGO,CHIMALTENANGO,TECPAN GUATEMALA,406,1a.,Masculino,159,1319
2006,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,1a.,Masculino,0,451
2006,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,2a.,Masculino,0,451
2007,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,1a.,Masculino,0,447
2007,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,2a.,Masculino,0,447
2008,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,1a.,Masculino,0,496
2008,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,2a.,Masculino,0,496
2009,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,1a.,Masculino,0,440
2009,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,2a.,Masculino,0,440
2010,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,1a.,Masculino,0,463
2010,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,2a.,Masculino,0,463
2011,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,1a.,Masculino,0,481
2011,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,2a.,Masculino,0,481
2012,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,1a.,Masculino,0,455
2012,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,2a.,Masculino,0,455
2013,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,1a.,Masculino,0,493
2013,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,2a.,Masculino,0,493
2014,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,1a.,Masculino,3,495
2015,CHIMALTENANGO,CHIMALTENANGO,YEPOCAPA,412,1a.,Masculino,75,476
2006,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,1a.,Masculino,0,286
2006,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,2a.,Masculino,0,286
2007,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,1a.,Masculino,0,241
2007,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,2a.,Masculino,0,241
2008,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,1a.,Masculino,0,280
2008,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,2a.,Masculino,0,280
2009,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,1a.,Masculino,0,271
2009,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,2a.,Masculino,0,271
2010,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,1a.,Masculino,0,273
2010,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,2a.,Masculino,0,273
2011,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,1a.,Masculino,0,310
2011,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,2a.,Masculino,0,310
2012,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,1a.,Masculino,0,321
2012,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,2a.,Masculino,0,321
2013,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,1a.,Masculino,0,342
2013,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,2a.,Masculino,0,342
2014,CHIMALTENANGO,CHIMALTENANGO,ZARAGOZA,415,1a.,Masculino,4,319
