anio_nacimiento,area_salud,departamento,municipio,num_dosis,sexo,n_vacunados,poblacion
2008,16,17,1703.0,1,2,18,752
2009,16,17,1703.0,0,2,62,476
2009,16,17,1703.0,1,2,19,476
2010,16,17,1703.0,0,2,56,506
2010,16,17,1703.0,1,2,15,506
2011,16,17,1703.0,0,2,61,524
2011,16,17,1703.0,1,2,17,524
2012,16,17,1703.0,0,2,78,601
2012,16,17,1703.0,1,2,28,601
2013,16,17,1703.0,0,2,110,624
2013,16,17,1703.0,1,2,4,624
2014,16,17,1703.0,0,2,106,586
2015,16,17,1703.0,0,2,13,610
2006,16,17,1706.0,0,2,100,150
2006,16,17,1706.0,1,2,66,150
2007,16,17,1706.0,0,2,192,156
2007,16,17,1706.0,1,2,180,156
2008,16,17,1706.0,0,2,209,156
2008,16,17,1706.0,1,2,180,156
2009,16,17,1706.0,0,2,205,187
2009,16,17,1706.0,1,2,170,187
2010,16,17,1706.0,0,2,192,210
2010,16,17,1706.0,1,2,149,210
2011,16,17,1706.0,0,2,180,197
2011,16,17,1706.0,1,2,114,197
2012,16,17,1706.0,0,2,172,188
2012,16,17,1706.0,1,2,84,188
2013,16,17,1706.0,0,2,170,202
2013,16,17,1706.0,1,2,4,202
2014,16,17,1706.0,0,2,148,231
2015,16,17,1706.0,0,2,17,200
2006,16,17,1702.0,0,2,79,65
2006,16,17,1702.0,1,2,49,65
2007,16,17,1702.0,0,2,127,82
2007,16,17,1702.0,1,2,85,82
2008,16,17,1702.0,0,2,141,80
2008,16,17,1702.0,1,2,92,80
2009,16,17,1702.0,0,2,162,87
2009,16,17,1702.0,1,2,86,87
2010,16,17,1702.0,0,2,154,83
2010,16,17,1702.0,1,2,67,83
2011,16,17,1702.0,0,2,121,118
2011,16,17,1702.0,1,2,54,118
2012,16,17,1702.0,0,2,87,95
2012,16,17,1702.0,1,2,27,95
2013,16,17,1702.0,0,2,93,102
2013,16,17,1702.0,1,2,7,102
2014,16,17,1702.0,0,2,63,95
2015,16,17,1702.0,0,2,9,86
2006,17,17,1705.0,0,2,603,973
2006,17,17,1705.0,1,2,464,973
2007,17,17,1705.0,0,2,949,880
2007,17,17,1705.0,1,2,857,880
2008,17,17,1705.0,0,2,1109,842
2008,17,17,1705.0,1,2,923,842
2009,17,17,1705.0,0,2,996,919
2009,17,17,1705.0,1,2,756,919
2010,17,17,1705.0,0,2,920,955
2010,17,17,1705.0,1,2,651,955
2011,17,17,1705.0,0,2,892,1014
2011,17,17,1705.0,1,2,591,1014
2012,17,17,1705.0,0,2,871,1181
2012,17,17,1705.0,1,2,334,1181
2013,17,17,1705.0,0,2,844,1175
2013,17,17,1705.0,1,2,22,1175
2014,17,17,1705.0,0,2,652,1103
2015,17,17,1705.0,0,2,98,1097
2006,17,17,1713.0,0,2,68,417
2006,17,17,1713.0,1,2,63,417
2007,17,17,1713.0,0,2,389,377
2007,17,17,1713.0,1,2,378,377
2008,17,17,1713.0,0,2,481,361
2008,17,17,1713.0,1,2,457,361
2009,17,17,1713.0,0,2,436,394
2009,17,17,1713.0,1,2,397,394
2010,17,17,1713.0,0,2,482,409
2010,17,17,1713.0,1,2,456,409
2011,17,17,1713.0,0,2,376,435
2011,17,17,1713.0,1,2,329,435
2012,17,17,1713.0,0,2,388,460
2012,17,17,1713.0,1,2,267,460
2013,17,17,1713.0,0,2,372,464
2013,17,17,1713.0,1,2,25,464
2014,17,17,1713.0,0,2,278,504
2015,17,17,1713.0,0,2,52,471
2006,17,17,1710.0,0,2,560,1205
2006,17,17,1710.0,1,2,421,1205
2007,17,17,1710.0,0,2,1352,1254
2007,17,17,1710.0,1,2,1121,1254
2008,17,17,1710.0,0,2,1269,1272
2008,17,17,1710.0,1,2,1247,1272
2009,17,17,1710.0,0,2,1186,1223
2009,17,17,1710.0,1,2,974,1223
2010,17,17,1710.0,0,2,1161,1249
2010,17,17,1710.0,1,2,850,1249
2011,17,17,1710.0,0,2,943,1240
2011,17,17,1710.0,1,2,719,1240
2012,17,17,1710.0,0,2,1093,1364
2012,17,17,1710.0,1,2,776,1364
2013,17,17,1710.0,0,2,1022,1285
2013,17,17,1710.0,1,2,140,1285
2014,17,17,1710.0,0,2,878,1294
2015,17,17,1710.0,0,2,126,1238
2006,18,17,1708.0,0,2,307,596
2006,18,17,1708.0,1,2,251,596
2007,18,17,1708.0,0,2,585,620
2007,18,17,1708.0,1,2,545,620
2008,18,17,1708.0,0,2,630,517
2008,18,17,1708.0,1,2,563,517
2009,18,17,1708.0,0,2,545,507
2009,18,17,1708.0,1,2,449,507
2010,18,17,1708.0,0,2,590,583
2010,18,17,1708.0,1,2,461,583
2011,18,17,1708.0,0,2,521,594
2011,18,17,1708.0,1,2,393,594
2012,18,17,1708.0,0,2,496,584
2012,18,17,1708.0,1,2,230,584
2013,18,17,1708.0,0,2,466,538
2013,18,17,1708.0,1,2,11,538
2014,18,17,1708.0,0,2,359,570
2015,18,17,1708.0,0,2,46,591
2006,18,17,1712.0,0,2,399,596
2006,18,17,1712.0,1,2,254,596
2007,18,17,1712.0,0,2,764,636
2007,18,17,1712.0,1,2,579,636
2008,18,17,1712.0,0,2,925,665
2008,18,17,1712.0,1,2,746,665
2009,18,17,1712.0,0,2,833,627
2009,18,17,1712.0,1,2,634,627
2010,18,17,1712.0,0,2,731,612
2010,18,17,1712.0,1,2,439,612
2011,18,17,1712.0,0,2,707,678
2011,18,17,1712.0,1,2,340,678
2012,18,17,1712.0,0,2,753,693
2012,18,17,1712.0,1,2,213,693
2013,18,17,1712.0,0,2,605,722
2013,18,17,1712.0,1,2,8,722
2014,18,17,1712.0,0,2,428,725
2015,18,17,1712.0,0,2,68,718
2006,18,17,1709.0,0,2,500,931
2006,18,17,1709.0,1,2,360,931
2007,18,17,1709.0,0,2,953,948
2007,18,17,1709.0,1,2,836,948
2008,18,17,1709.0,0,2,1029,921
2008,18,17,1709.0,1,2,824,921
2009,18,17,1709.0,0,2,873,905
2009,18,17,1709.0,1,2,666,905
2010,18,17,1709.0,0,2,738,925
2010,18,17,1709.0,1,2,541,925
2011,18,17,1709.0,0,2,804,1012
2011,18,17,1709.0,1,2,524,1012
2012,18,17,1709.0,0,2,745,1000
2012,18,17,1709.0,1,2,320,1000
2013,18,17,1709.0,0,2,810,1044
2013,18,17,1709.0,1,2,23,1044
2014,18,17,1709.0,0,2,648,984
2015,18,17,1709.0,0,2,131,1018
2006,18,17,1707.0,0,2,184,228
2006,18,17,1707.0,1,2,170,228
2007,18,17,1707.0,0,2,260,230
2007,18,17,1707.0,1,2,259,230
2008,18,17,1707.0,0,2,341,229
2008,18,17,1707.0,1,2,308,229
2009,18,17,1707.0,0,2,295,224
2009,18,17,1707.0,1,2,271,224
2010,18,17,1707.0,0,2,320,267
2010,18,17,1707.0,1,2,263,267
2011,18,17,1707.0,0,2,304,246
2011,18,17,1707.0,1,2,222,246
2012,18,17,1707.0,0,2,264,242
2012,18,17,1707.0,1,2,103,242
2013,18,17,1707.0,0,2,243,251
2013,18,17,1707.0,1,2,6,251
2014,18,17,1707.0,0,2,220,252
2015,18,17,1707.0,0,2,51,303
2006,19,9,913.0,0,2,91,158
2006,19,9,913.0,1,2,26,158
2007,19,9,913.0,0,2,159,110
2007,19,9,913.0,1,2,76,110
2008,19,9,913.0,0,2,167,133
2008,19,9,913.0,1,2,96,133
2009,19,9,913.0,0,2,157,142
2009,19,9,913.0,1,2,72,142
2010,19,9,913.0,0,2,172,190
2010,19,9,913.0,1,2,71,190
2011,19,9,913.0,0,2,138,167
2011,19,9,913.0,1,2,45,167
2012,19,9,913.0,0,2,126,197
2012,19,9,913.0,1,2,16,197
2013,19,9,913.0,0,2,100,184
2013,19,9,913.0,1,2,0,184
2014,19,9,913.0,0,2,44,136
2015,19,9,913.0,0,2,7,166
2006,19,9,906.0,0,2,218,365
2006,19,9,906.0,1,2,188,365
2007,19,9,906.0,0,2,326,319
2007,19,9,906.0,1,2,324,319
2008,19,9,906.0,0,2,331,327
2008,19,9,906.0,1,2,317,327
2009,19,9,906.0,0,2,269,306
2009,19,9,906.0,1,2,252,306
2010,19,9,906.0,0,2,255,296
2010,19,9,906.0,1,2,243,296
2011,19,9,906.0,0,2,319,320
2011,19,9,906.0,1,2,255,320
2012,19,9,906.0,0,2,299,337
2012,19,9,906.0,1,2,176,337
2013,19,9,906.0,0,2,225,292
2013,19,9,906.0,1,2,1,292
2014,19,9,906.0,0,2,251,331
2015,19,9,906.0,0,2,55,303
2006,19,9,907.0,0,2,85,226
2006,19,9,907.0,1,2,15,226
2007,19,9,907.0,0,2,208,224
2007,19,9,907.0,1,2,175,224
2008,19,9,907.0,0,2,232,215
2008,19,9,907.0,1,2,188,215
2009,19,9,907.0,0,2,237,228
2009,19,9,907.0,1,2,149,228
2010,19,9,907.0,0,2,177,252
2010,19,9,907.0,1,2,64,252
2011,19,9,907.0,0,2,257,289
2011,19,9,907.0,1,2,84,289
2012,19,9,907.0,0,2,210,296
2012,19,9,907.0,1,2,14,296
2013,19,9,907.0,0,2,159,257
2013,19,9,907.0,1,2,0,257
2014,19,9,907.0,0,2,156,250
2015,19,9,907.0,0,2,32,236
2006,19,9,914.0,0,2,235,380
2006,19,9,914.0,1,2,110,380
2007,19,9,914.0,0,2,453,393
2007,19,9,914.0,1,2,304,393
2008,19,9,914.0,0,2,522,428
2008,19,9,914.0,1,2,403,428
2009,19,9,914.0,0,2,548,410
2009,19,9,914.0,1,2,350,410
2010,19,9,914.0,0,2,486,364
2010,19,9,914.0,1,2,209,364
2011,19,9,914.0,0,2,388,374
2011,19,9,914.0,1,2,137,374
2012,19,9,914.0,0,2,314,393
2012,19,9,914.0,1,2,46,393
2013,19,9,914.0,0,2,268,399
2013,19,9,914.0,1,2,1,399
2014,19,9,914.0,0,2,171,420
2015,19,9,914.0,0,2,23,427
2006,19,9,920.0,0,2,688,1344
2006,19,9,920.0,1,2,466,1344
2007,19,9,920.0,0,2,1514,1235
2007,19,9,920.0,1,2,1168,1235
2008,19,9,920.0,0,2,1446,1241
2008,19,9,920.0,1,2,1145,1241
2009,19,9,920.0,0,2,1383,1275
2009,19,9,920.0,1,2,956,1275
2010,19,9,920.0,0,2,1271,1281
2010,19,9,920.0,1,2,701,1281
2011,19,9,920.0,0,2,1127,1355
2011,19,9,920.0,1,2,395,1355
2012,19,9,920.0,0,2,923,1421
2012,19,9,920.0,1,2,146,1421
2013,19,9,920.0,0,2,858,1321
2013,19,9,920.0,1,2,26,1321
2014,19,9,920.0,0,2,629,1399
2015,19,9,920.0,0,2,99,1449
2006,19,9,917.0,0,2,355,644
2006,19,9,917.0,1,2,206,644
2007,19,9,917.0,0,2,682,690
2007,19,9,917.0,1,2,532,690
2008,19,9,917.0,0,2,586,634
2008,19,9,917.0,1,2,495,634
2009,19,9,917.0,0,2,554,619
2009,19,9,917.0,1,2,486,619
2010,19,9,917.0,0,2,481,595
2010,19,9,917.0,1,2,391,595
2011,19,9,917.0,0,2,501,641
2011,19,9,917.0,1,2,323,641
2012,19,9,917.0,0,2,420,624
2012,19,9,917.0,1,2,133,624
2013,19,9,917.0,0,2,485,615
2013,19,9,917.0,1,2,9,615
2014,19,9,917.0,0,2,416,623
2015,19,9,917.0,0,2,97,633
2006,19,9,911.0,0,2,53,200
2006,19,9,911.0,1,2,6,200
2007,19,9,911.0,0,2,191,170
2007,19,9,911.0,1,2,116,170
2008,19,9,911.0,0,2,270,184
2008,19,9,911.0,1,2,139,184
2009,19,9,911.0,0,2,287,207
2009,19,9,911.0,1,2,133,207
2010,19,9,911.0,0,2,247,240
2010,19,9,911.0,1,2,71,240
2011,19,9,911.0,0,2,220,227
2011,19,9,911.0,1,2,74,227
2012,19,9,911.0,0,2,210,272
2012,19,9,911.0,1,2,22,272
2013,19,9,911.0,0,2,136,227
2013,19,9,911.0,1,2,2,227
2014,19,9,911.0,0,2,132,224
2015,19,9,911.0,0,2,20,228
2006,19,9,919.0,0,2,227,353
2006,19,9,919.0,1,2,134,353
2007,19,9,919.0,0,2,402,370
2007,19,9,919.0,1,2,318,370
2008,19,9,919.0,0,2,477,354
2008,19,9,919.0,1,2,370,354
2009,19,9,919.0,0,2,381,328
2009,19,9,919.0,1,2,306,328
2010,19,9,919.0,0,2,311,324
2010,19,9,919.0,1,2,245,324
2011,19,9,919.0,0,2,340,364
2011,19,9,919.0,1,2,154,364
2012,19,9,919.0,0,2,303,363
2012,19,9,919.0,1,2,77,363
2013,19,9,919.0,0,2,272,365
2013,19,9,919.0,1,2,2,365
2014,19,9,919.0,0,2,237,366
2015,19,9,919.0,0,2,45,404
2006,19,9,922.0,0,2,105,269
2006,19,9,922.0,1,2,32,269
2007,19,9,922.0,0,2,229,234
2007,19,9,922.0,1,2,199,234
2008,19,9,922.0,0,2,269,225
2008,19,9,922.0,1,2,197,225
2009,19,9,922.0,0,2,234,282
2009,19,9,922.0,1,2,134,282
2010,19,9,922.0,0,2,170,233
2010,19,9,922.0,1,2,58,233
2011,19,9,922.0,0,2,145,218
2011,19,9,922.0,1,2,40,218
2012,19,9,922.0,0,2,205,261
2012,19,9,922.0,1,2,25,261
2013,19,9,922.0,0,2,140,230
2013,19,9,922.0,1,2,9,230
2014,19,9,922.0,0,2,117,250
2015,19,9,922.0,0,2,27,265
2006,19,9,921.0,0,2,443,498
2006,19,9,921.0,1,2,81,498
2007,19,9,921.0,0,2,427,487
2007,19,9,921.0,1,2,248,487
2008,19,9,921.0,0,2,942,435
2008,19,9,921.0,1,2,593,435
2009,19,9,921.0,0,2,728,491
2009,19,9,921.0,1,2,179,491
2010,19,9,921.0,0,2,465,551
2010,19,9,921.0,1,2,128,551
2011,19,9,921.0,0,2,471,561
2011,19,9,921.0,1,2,111,561
2012,19,9,921.0,0,2,405,606
2012,19,9,921.0,1,2,26,606
2013,19,9,921.0,0,2,278,540
2013,19,9,921.0,1,2,9,540
2014,19,9,921.0,0,2,243,584
2015,19,9,921.0,0,2,55,536
2006,19,9,915.0,0,2,111,208
2006,19,9,915.0,1,2,54,208
2007,19,9,915.0,0,2,180,201
2007,19,9,915.0,1,2,163,201
2008,19,9,915.0,0,2,166,187
2008,19,9,915.0,1,2,129,187
2009,19,9,915.0,0,2,181,208
2009,19,9,915.0,1,2,165,208
2010,19,9,915.0,0,2,186,209
2010,19,9,915.0,1,2,156,209
2011,19,9,915.0,0,2,160,213
2011,19,9,915.0,1,2,135,213
2012,19,9,915.0,0,2,181,227
2012,19,9,915.0,1,2,109,227
2013,19,9,915.0,0,2,160,229
2013,19,9,915.0,1,2,2,229
2014,19,9,915.0,0,2,170,230
2015,19,9,915.0,0,2,32,198
2006,19,9,923.0,0,2,211,174
2006,19,9,923.0,1,2,18,174
2007,19,9,923.0,0,2,356,155
2007,19,9,923.0,1,2,205,155
2008,19,9,923.0,0,2,466,170
2008,19,9,923.0,1,2,293,170
2009,19,9,923.0,0,2,376,229
2009,19,9,923.0,1,2,190,229
2010,19,9,923.0,0,2,208,204
2010,19,9,923.0,1,2,65,204
2011,19,9,923.0,0,2,194,206
2011,19,9,923.0,1,2,91,206
2012,19,9,923.0,0,2,269,232
2012,19,9,923.0,1,2,21,232
2013,19,9,923.0,0,2,225,229
2013,19,9,923.0,1,2,4,229
2014,19,9,923.0,0,2,148,237
2015,19,9,923.0,0,2,9,277
2006,19,9,903.0,0,2,216,280
2006,19,9,903.0,1,2,34,280
2007,19,9,903.0,0,2,413,298
2007,19,9,903.0,1,2,302,298
2008,19,9,903.0,0,2,405,268
2008,19,9,903.0,1,2,229,268
2009,19,9,903.0,0,2,433,276
2009,19,9,903.0,1,2,170,276
2010,19,9,903.0,0,2,380,261
2010,19,9,903.0,1,2,101,261
2011,19,9,903.0,0,2,363,312
2011,19,9,903.0,1,2,85,312
2012,19,9,903.0,0,2,317,339
2012,19,9,903.0,1,2,29,339
2013,19,9,903.0,0,2,212,360
2013,19,9,903.0,1,2,0,360
2014,19,9,903.0,0,2,94,345
2015,19,9,903.0,0,2,16,402
2006,19,9,924.0,0,2,155,249
2006,19,9,924.0,1,2,119,249
2007,19,9,924.0,0,2,278,282
2007,19,9,924.0,1,2,295,282
2008,19,9,924.0,0,2,284,295
2008,19,9,924.0,1,2,259,295
2009,19,9,924.0,0,2,260,290
2009,19,9,924.0,1,2,177,290
2010,19,9,924.0,0,2,267,288
2010,19,9,924.0,1,2,146,288
2011,19,9,924.0,0,2,264,332
2011,19,9,924.0,1,2,103,332
2012,19,9,924.0,0,2,224,353
2012,19,9,924.0,1,2,58,353
2013,19,9,924.0,0,2,192,346
2013,19,9,924.0,1,2,6,346
2014,19,9,924.0,0,2,192,336
2015,19,9,924.0,0,2,45,306
2006,19,9,901.0,0,2,1031,1632
2006,19,9,901.0,1,2,209,1632
2007,19,9,901.0,0,2,2168,1647
2007,19,9,901.0,1,2,751,1647
2008,19,9,901.0,0,2,2201,1872
2008,19,9,901.0,1,2,1129,1872
2009,19,9,901.0,0,2,1958,1854
2009,19,9,901.0,1,2,805,1854
2010,19,9,901.0,0,2,1503,1908
2010,19,9,901.0,1,2,392,1908
2011,19,9,901.0,0,2,1437,1894
2011,19,9,901.0,1,2,323,1894
2012,19,9,901.0,0,2,1298,2062
2012,19,9,901.0,1,2,125,2062
2013,19,9,901.0,0,2,1204,1966
2013,19,9,901.0,1,2,7,1966
2014,19,9,901.0,0,2,881,2010
2015,19,9,901.0,0,2,109,2184
2006,19,9,902.0,0,2,167,176
2006,19,9,902.0,1,2,41,176
2007,19,9,902.0,0,2,234,148
2007,19,9,902.0,1,2,173,148
2008,19,9,902.0,0,2,275,196
2008,19,9,902.0,1,2,247,196
2009,19,9,902.0,0,2,283,173
2009,19,9,902.0,1,2,214,173
2010,19,9,902.0,0,2,262,185
2010,19,9,902.0,1,2,174,185
2011,19,9,902.0,0,2,210,179
2011,19,9,902.0,1,2,105,179
2012,19,9,902.0,0,2,203,178
2012,19,9,902.0,1,2,80,178
2013,19,9,902.0,0,2,172,204
2013,19,9,902.0,1,2,8,204
2014,19,9,902.0,0,2,115,209
2015,19,9,902.0,0,2,22,198
2006,19,9,904.0,0,2,295,306
2006,19,9,904.0,1,2,134,306
2007,19,9,904.0,0,2,372,317
2007,19,9,904.0,1,2,318,317
2008,19,9,904.0,0,2,444,329
2008,19,9,904.0,1,2,379,329
2009,19,9,904.0,0,2,400,355
2009,19,9,904.0,1,2,276,355
2010,19,9,904.0,0,2,410,342
2010,19,9,904.0,1,2,253,342
2011,19,9,904.0,0,2,355,378
2011,19,9,904.0,1,2,191,378
2012,19,9,904.0,0,2,293,363
2012,19,9,904.0,1,2,86,363
2013,19,9,904.0,0,2,250,353
2013,19,9,904.0,1,2,7,353
2014,19,9,904.0,0,2,184,332
2015,19,9,904.0,0,2,44,362
2006,19,9,918.0,0,2,83,114
2006,19,9,918.0,1,2,69,114
2007,19,9,918.0,0,2,94,83
2007,19,9,918.0,1,2,85,83
2008,19,9,918.0,0,2,89,92
2008,19,9,918.0,1,2,79,92
2009,19,9,918.0,0,2,85,88
2009,19,9,918.0,1,2,64,88
2010,19,9,918.0,0,2,91,95
2010,19,9,918.0,1,2,52,95
2011,19,9,918.0,0,2,53,84
2011,19,9,918.0,1,2,18,84
2012,19,9,918.0,0,2,56,89
2012,19,9,918.0,1,2,5,89
2013,19,9,918.0,0,2,56,93
2013,19,9,918.0,1,2,0,93
2014,19,9,918.0,0,2,45,105
2015,19,9,918.0,0,2,6,91
2006,19,9,,0,2,388,690
2006,19,9,,1,2,197,690
2007,19,9,,0,2,640,671
2007,19,9,,1,2,460,671
2008,19,9,,0,2,745,744
2008,19,9,,1,2,608,744
2009,19,9,,0,2,859,806
2009,19,9,,1,2,658,806
2010,19,9,,0,2,729,787
2010,19,9,,1,2,492,787
2011,19,9,,0,2,602,830
2011,19,9,,1,2,354,830
2012,19,9,,0,2,570,878
2012,19,9,,1,2,195,878
2013,19,9,,0,2,529,870
2013,19,9,,1,2,7,870
2014,19,9,,0,2,451,890
2015,19,9,,0,2,91,875
2006,19,9,912.0,0,2,209,330
2006,19,9,912.0,1,2,135,330
2007,19,9,912.0,0,2,382,345
2007,19,9,912.0,1,2,332,345
2008,19,9,912.0,0,2,391,350
2008,19,9,912.0,1,2,359,350
2009,19,9,912.0,0,2,385,334
2009,19,9,912.0,1,2,303,334
2010,19,9,912.0,0,2,394,400
2010,19,9,912.0,1,2,341,400
2011,19,9,912.0,0,2,374,396
2011,19,9,912.0,1,2,201,396
2012,19,9,912.0,0,2,312,426
2012,19,9,912.0,1,2,77,426
2013,19,9,912.0,0,2,330,443
2013,19,9,912.0,1,2,0,443
2014,19,9,912.0,0,2,272,409
2015,19,9,912.0,0,2,51,391
2006,19,9,910.0,0,2,91,45
2006,19,9,910.0,1,2,48,45
2007,19,9,910.0,0,2,125,64
2007,19,9,910.0,1,2,76,64
2008,19,9,910.0,0,2,101,41
2008,19,9,910.0,1,2,58,41
2009,19,9,910.0,0,2,117,68
2009,19,9,910.0,1,2,46,68
2010,19,9,910.0,0,2,90,51
2010,19,9,910.0,1,2,31,51
2011,19,9,910.0,0,2,80,62
2011,19,9,910.0,1,2,33,62
2012,19,9,910.0,0,2,73,59
2012,19,9,910.0,1,2,26,59
2013,19,9,910.0,0,2,54,80
2013,19,9,910.0,1,2,5,80
2014,19,9,910.0,0,2,20,84
2015,19,9,910.0,0,2,4,68
2006,19,9,908.0,0,2,56,127
2006,19,9,908.0,1,2,19,127
2007,19,9,908.0,0,2,114,109
2007,19,9,908.0,1,2,99,109
2008,19,9,908.0,0,2,119,120
2008,19,9,908.0,1,2,91,120
2009,19,9,908.0,0,2,104,92
2009,19,9,908.0,1,2,62,92
2010,19,9,908.0,0,2,122,132
2010,19,9,908.0,1,2,58,132
2011,19,9,908.0,0,2,94,111
2011,19,9,908.0,1,2,25,111
2012,19,9,908.0,0,2,95,133
2012,19,9,908.0,1,2,17,133
2013,19,9,908.0,0,2,88,127
2013,19,9,908.0,1,2,0,127
2014,19,9,908.0,0,2,49,118
2015,19,9,908.0,0,2,15,117
2006,19,9,905.0,0,2,67,103
2006,19,9,905.0,1,2,39,103
2007,19,9,905.0,0,2,81,76
2007,19,9,905.0,1,2,76,76
2008,19,9,905.0,0,2,97,73
2008,19,9,905.0,1,2,80,73
2009,19,9,905.0,0,2,99,72
2009,19,9,905.0,1,2,62,72
2010,19,9,905.0,0,2,85,90
2010,19,9,905.0,1,2,71,90
2011,19,9,905.0,0,2,95,94
2011,19,9,905.0,1,2,71,94
2012,19,9,905.0,0,2,75,98
2012,19,9,905.0,1,2,42,98
2013,19,9,905.0,0,2,83,109
2013,19,9,905.0,1,2,2,109
2014,19,9,905.0,0,2,54,107
2015,19,9,905.0,0,2,6,92
2006,19,9,916.0,0,2,57,115
2006,19,9,916.0,1,2,32,115
2007,19,9,916.0,0,2,133,117
2007,19,9,916.0,1,2,125,117
2008,19,9,916.0,0,2,171,140
2008,19,9,916.0,1,2,119,140
2009,19,9,916.0,0,2,161,129
2009,19,9,916.0,1,2,99,129
2010,19,9,916.0,0,2,141,139
2010,19,9,916.0,1,2,83,139
2011,19,9,916.0,0,2,126,146
2011,19,9,916.0,1,2,55,146
2012,19,9,916.0,0,2,123,160
2012,19,9,916.0,1,2,36,160
2013,19,9,916.0,0,2,110,135
2013,19,9,916.0,1,2,2,135
2014,19,9,916.0,0,2,55,135
2015,19,9,916.0,0,2,6,133
2006,20,14,1418.0,0,2,98,157
2006,20,14,1418.0,1,2,61,157
2007,20,14,1418.0,0,2,161,156
2007,20,14,1418.0,1,2,131,156
2008,20,14,1418.0,0,2,152,161
2008,20,14,1418.0,1,2,129,161
2009,20,14,1418.0,0,2,159,185
2009,20,14,1418.0,1,2,121,185
2010,20,14,1418.0,0,2,145,158
2010,20,14,1418.0,1,2,89,158
2011,20,14,1418.0,0,2,162,189
2011,20,14,1418.0,1,2,79,189
2012,20,14,1418.0,0,2,127,202
2012,20,14,1418.0,1,2,69,202
2013,20,14,1418.0,0,2,107,185
2013,20,14,1418.0,1,2,15,185
2014,20,14,1418.0,0,2,106,177
2015,20,14,1418.0,0,2,26,159
2006,20,14,1419.0,0,2,209,576
2006,20,14,1419.0,1,2,117,576
2007,20,14,1419.0,0,2,449,604
2007,20,14,1419.0,1,2,381,604
2008,20,14,1419.0,0,2,493,602
2008,20,14,1419.0,1,2,368,602
2009,20,14,1419.0,0,2,465,584
2009,20,14,1419.0,1,2,288,584
2010,20,14,1419.0,0,2,409,559
2010,20,14,1419.0,1,2,231,559
2011,20,14,1419.0,0,2,442,608
2011,20,14,1419.0,1,2,165,608
2012,20,14,1419.0,0,2,333,640
2012,20,14,1419.0,1,2,86,640
2013,20,14,1419.0,0,2,304,584
2013,20,14,1419.0,1,2,7,584
2014,20,14,1419.0,0,2,281,580
2015,20,14,1419.0,0,2,82,611
2006,20,14,1402.0,0,2,137,504
2006,20,14,1402.0,1,2,96,504
2007,20,14,1402.0,0,2,333,479
2007,20,14,1402.0,1,2,300,479
2008,20,14,1402.0,0,2,333,517
2008,20,14,1402.0,1,2,296,517
2009,20,14,1402.0,0,2,307,494
2009,20,14,1402.0,1,2,253,494
2010,20,14,1402.0,0,2,314,476
2010,20,14,1402.0,1,2,229,476
2011,20,14,1402.0,0,2,292,497
2011,20,14,1402.0,1,2,200,497
2012,20,14,1402.0,0,2,268,454
2012,20,14,1402.0,1,2,91,454
2013,20,14,1402.0,0,2,250,481
2013,20,14,1402.0,1,2,5,481
2014,20,14,1402.0,0,2,203,457
2015,20,14,1402.0,0,2,29,461
2006,20,14,1406.0,0,2,832,2023
2006,20,14,1406.0,1,2,398,2023
2007,20,14,1406.0,0,2,1500,1975
2007,20,14,1406.0,1,2,1227,1975
2008,20,14,1406.0,0,2,1554,1930
2008,20,14,1406.0,1,2,1183,1930
2009,20,14,1406.0,0,2,1437,1807
2009,20,14,1406.0,1,2,1084,1807
2010,20,14,1406.0,0,2,1386,1873
2010,20,14,1406.0,1,2,909,1873
2011,20,14,1406.0,0,2,1326,1892
2011,20,14,1406.0,1,2,697,1892
2012,20,14,1406.0,0,2,1050,1886
2012,20,14,1406.0,1,2,352,1886
2013,20,14,1406.0,0,2,966,1963
2013,20,14,1406.0,1,2,19,1963
2014,20,14,1406.0,0,2,885,1861
2015,20,14,1406.0,0,2,197,1939
2006,20,14,1403.0,0,2,84,172
2006,20,14,1403.0,1,2,74,172
2007,20,14,1403.0,0,2,160,174
2007,20,14,1403.0,1,2,147,174
2008,20,14,1403.0,0,2,175,181
2008,20,14,1403.0,1,2,155,181
2009,20,14,1403.0,0,2,148,166
2009,20,14,1403.0,1,2,136,166
2010,20,14,1403.0,0,2,125,151
2010,20,14,1403.0,1,2,115,151
2011,20,14,1403.0,0,2,140,169
2011,20,14,1403.0,1,2,120,169
2012,20,14,1403.0,0,2,106,180
2012,20,14,1403.0,1,2,67,180
2013,20,14,1403.0,0,2,136,193
2013,20,14,1403.0,1,2,10,193
2014,20,14,1403.0,0,2,143,197
2015,20,14,1403.0,0,2,29,147
2006,20,14,1410.0,0,2,426,618
2006,20,14,1410.0,1,2,264,618
2007,20,14,1410.0,0,2,586,636
2007,20,14,1410.0,1,2,530,636
2008,20,14,1410.0,0,2,461,595
2008,20,14,1410.0,1,2,389,595
2009,20,14,1410.0,0,2,404,582
2009,20,14,1410.0,1,2,314,582
2010,20,14,1410.0,0,2,507,670
2010,20,14,1410.0,1,2,347,670
2011,20,14,1410.0,0,2,464,637
2011,20,14,1410.0,1,2,328,637
2012,20,14,1410.0,0,2,406,710
2012,20,14,1410.0,1,2,204,710
2013,20,14,1410.0,0,2,451,761
2013,20,14,1410.0,1,2,0,761
2014,20,14,1410.0,0,2,389,757
2015,20,14,1410.0,0,2,80,695
